weekly_label,avg_mood_score,mood_variability,journal_negative_ratio,quickcheckin_avg,low_signal_rate,stress_mean,energy_mean,recovery_score
Steady,3.443,0.301,0.399,3.747,0.105,2.329,3.446,0.688
Steady,3.486,0.436,0.207,3.861,0.085,2.409,3.495,0.583
Steady,3.606,0.223,0.396,3.498,0.118,2.297,3.26,0.818
Steady,3.922,0.22,0.248,3.204,0.136,2.74,3.566,0.773
Steady,3.685,0.423,0.344,3.768,0.23,2.703,3.509,0.764
Steady,3.415,0.261,0.386,3.795,0.323,2.855,3.954,0.572
Steady,3.892,0.191,0.221,3.912,0.227,2.561,3.923,0.657
Steady,3.303,0.178,0.336,3.799,0.196,2.253,3.474,0.613
Steady,3.31,0.383,0.247,3.944,0.213,2.266,3.598,0.664
Steady,3.819,0.197,0.289,3.265,0.13,2.576,3.951,0.59
Steady,3.347,0.28,0.292,3.951,0.348,2.952,3.398,0.703
Resilient,3.966,0.078,0.311,3.958,0.0,1.582,4.828,0.832
Resilient,4.079,0.117,0.282,4.339,0.132,2.042,4.028,0.732
Resilient,4.166,0.165,0.274,4.216,0.125,1.663,4.059,0.821
Resilient,4.283,0.082,0.31,4.135,0.186,2.184,4.286,0.805
Resilient,4.643,0.417,0.083,4.447,0.074,1.558,4.278,0.89
Resilient,4.488,0.403,0.047,4.405,0.059,1.781,4.462,0.775
Resilient,4.848,0.237,0.091,3.928,0.069,1.538,4.124,0.741
Resilient,4.712,0.297,0.099,4.725,0.013,2.054,4.035,0.766
Resilient,4.199,0.103,0.252,4.72,0.0,1.687,4.223,0.934
Resilient,4.437,0.115,0.079,4.432,0.068,1.8,4.55,0.948
Resilient,3.988,0.154,0.066,4.358,0.182,2.243,4.441,0.747
Resilient,4.362,0.075,0.078,4.605,0.0,1.929,3.998,0.893
Resilient,3.992,0.283,0.129,4.311,0.238,1.961,4.284,0.714
Resilient,4.828,0.184,0.039,4.355,0.171,1.869,4.407,0.875
Resilient,4.377,0.176,0.159,3.898,0.096,2.188,4.279,0.783
Resilient,4.177,0.24,0.075,4.744,0.24,2.222,4.285,0.756
Resilient,4.681,0.251,0.196,4.736,0.003,1.972,4.835,0.745
Resilient,4.412,0.297,0.164,4.55,0.222,2.205,4.447,0.828
Resilient,4.307,0.29,0.058,4.014,0.0,1.948,4.606,0.912
Resilient,4.621,0.173,0.045,3.907,0.165,1.809,4.335,0.865
Resilient,4.826,0.278,0.137,4.35,0.0,1.642,4.145,0.95
Resilient,4.465,0.126,0.227,4.327,0.048,2.088,4.745,0.843
Resilient,4.044,0.101,0.169,4.291,0.0,1.74,4.354,0.796
Resilient,4.229,0.223,0.313,4.644,0.051,1.923,4.225,0.83
Resilient,4.276,0.384,0.309,3.945,0.0,1.857,4.313,0.875
Resilient,4.441,0.239,0.042,3.915,0.153,1.618,4.818,0.953
Resilient,4.488,0.086,0.193,3.863,0.0,1.837,4.294,0.829
Resilient,4.57,0.248,0.241,4.241,0.101,1.883,4.018,0.917
Resilient,4.598,0.171,0.068,4.447,0.07,2.138,4.219,0.83
Resilient,4.743,0.174,0.212,4.019,0.239,1.64,4.305,0.851
Resilient,4.785,0.103,0.082,4.502,0.137,2.083,4.165,0.865
Resilient,4.212,0.297,0.091,4.559,0.175,1.583,4.848,0.88
Resilient,4.791,0.149,0.193,3.878,0.158,2.153,4.531,0.936
Resilient,4.238,0.425,0.319,4.488,0.235,1.848,4.818,0.898
Resilient,4.233,0.304,0.067,4.524,0.031,2.219,4.121,0.76
Resilient,4.479,0.275,0.145,4.398,0.022,1.715,4.204,0.963
Resilient,4.155,0.356,0.182,4.158,0.218,1.607,4.821,0.837
Resilient,3.954,0.271,0.176,4.3,0.153,2.113,4.467,0.949
Resilient,4.298,0.191,0.16,4.731,0.031,1.939,4.506,0.712
Resilient,4.437,0.354,0.263,4.59,0.06,2.192,4.312,0.864
Resilient,4.044,0.198,0.284,4.374,0.215,2.087,4.692,0.931
Resilient,4.297,0.173,0.08,4.04,0.004,1.605,4.806,0.875
Resilient,4.396,0.309,0.222,4.323,0.139,1.922,4.224,0.84
Resilient,4.487,0.313,0.11,4.746,0.0,1.694,4.059,0.783
Resilient,4.254,0.138,0.26,4.067,0.148,1.575,4.71,0.98
Resilient,4.089,0.181,0.308,4.67,0.0,2.052,4.165,0.761
Resilient,4.179,0.134,0.101,4.333,0.047,1.837,4.155,0.822
Resilient,4.636,0.296,0.113,4.624,0.052,1.929,4.802,0.88
Resilient,4.273,0.258,0.261,4.106,0.0,2.178,4.849,0.784
Resilient,4.346,0.424,0.178,4.238,0.007,1.777,4.771,0.733
Resilient,4.847,0.365,0.274,4.262,0.0,2.063,4.434,0.814
Resilient,3.98,0.193,0.197,4.371,0.075,1.882,4.544,0.788
Resilient,4.143,0.405,0.254,4.172,0.255,2.044,3.967,0.965
Resilient,4.557,0.126,0.153,4.294,0.015,2.216,4.457,0.763
Resilient,4.346,0.241,0.091,4.609,0.14,1.563,4.357,0.772
Resilient,4.432,0.369,0.115,3.898,0.152,1.859,4.008,0.739
Resilient,4.032,0.267,0.177,3.995,0.102,2.14,4.631,0.815
Resilient,4.5,0.104,0.038,3.909,0.043,1.556,4.559,0.955
Resilient,4.84,0.165,0.035,4.031,0.221,2.158,4.196,0.959
Resilient,4.146,0.411,0.299,4.335,0.235,1.774,4.429,0.967
Resilient,4.095,0.24,0.254,4.298,0.232,1.751,4.667,0.723
Resilient,4.529,0.098,0.05,4.078,0.06,1.651,4.423,0.953
Resilient,4.574,0.396,0.03,4.262,0.022,2.278,4.002,0.828
Resilient,4.424,0.383,0.082,4.294,0.167,2.047,4.386,0.928
Resilient,4.25,0.368,0.041,3.913,0.033,1.512,4.542,0.867
Resilient,4.37,0.098,0.308,4.688,0.133,1.543,3.99,0.761
Resilient,4.284,0.4,0.081,3.906,0.116,2.003,4.624,0.73
Resilient,4.667,0.301,0.201,4.011,0.178,2.041,4.116,0.851
Resilient,4.738,0.077,0.286,4.452,0.044,2.031,4.123,0.956
Resilient,4.113,0.09,0.155,4.523,0.223,1.5,4.823,0.967
Resilient,4.075,0.375,0.306,4.562,0.239,1.641,4.274,0.722
Resilient,4.038,0.358,0.114,4.595,0.147,1.693,4.202,0.953
Resilient,4.275,0.247,0.032,4.33,0.102,1.661,4.828,0.753
Resilient,4.694,0.424,0.297,3.972,0.001,2.134,4.43,0.735
Resilient,4.224,0.158,0.286,4.711,0.214,1.636,4.315,0.879
Resilient,4.024,0.369,0.149,4.02,0.0,1.62,4.151,0.857
Resilient,4.328,0.351,0.127,3.961,0.233,1.618,4.045,0.773
Resilient,4.595,0.189,0.082,4.035,0.001,1.955,4.051,0.716
Resilient,4.187,0.389,0.091,3.957,0.245,2.161,4.421,0.955
Resilient,4.614,0.278,0.1,4.011,0.01,1.901,4.062,0.829
Resilient,4.83,0.191,0.256,4.193,0.185,2.061,4.788,0.871
Resilient,4.634,0.163,0.252,3.875,0.0,1.745,4.48,0.701
Resilient,4.108,0.154,0.158,4.145,0.243,1.728,4.487,0.953
Resilient,4.168,0.266,0.24,4.15,0.022,1.839,4.572,0.865
Resilient,4.377,0.28,0.276,4.476,0.073,1.583,4.635,0.74
Resilient,4.192,0.228,0.158,4.637,0.012,1.887,3.954,0.737
Resilient,3.99,0.226,0.295,4.145,0.184,1.54,4.558,0.934
Resilient,4.379,0.331,0.248,4.559,0.201,1.662,3.967,0.827
Resilient,4.383,0.071,0.061,3.956,0.113,1.558,4.188,0.724
Resilient,4.095,0.398,0.303,4.293,0.065,1.668,4.209,0.858
Resilient,4.781,0.117,0.323,4.029,0.174,2.106,4.632,0.74
Resilient,4.811,0.202,0.155,4.163,0.086,1.651,4.037,0.933
Resilient,4.293,0.319,0.209,3.988,0.0,1.762,4.075,0.814
Resilient,4.675,0.369,0.091,4.589,0.188,1.674,4.027,0.719
Resilient,4.37,0.284,0.289,4.058,0.157,2.279,4.049,0.89
Resilient,4.261,0.37,0.225,4.082,0.105,2.103,4.656,0.827
Resilient,4.09,0.079,0.219,4.142,0.244,2.229,4.345,0.733
Resilient,4.278,0.14,0.163,4.27,0.118,2.248,4.399,0.739
Resilient,4.769,0.108,0.081,4.621,0.007,1.773,3.968,0.9
Resilient,4.379,0.278,0.151,4.741,0.259,2.251,4.274,0.837
Resilient,4.219,0.411,0.281,4.04,0.226,2.013,4.351,0.849
Resilient,4.328,0.293,0.238,4.624,0.203,2.161,4.093,0.933
Resilient,4.559,0.179,0.291,4.319,0.163,2.152,4.529,0.929
Resilient,4.829,0.079,0.317,3.989,0.232,1.887,4.008,0.75
Resilient,4.657,0.319,0.284,4.587,0.187,1.971,4.249,0.705
Resilient,4.081,0.275,0.06,4.248,0.238,2.109,4.777,0.856
Resilient,4.822,0.193,0.114,3.86,0.178,1.814,4.259,0.956
Resilient,4.824,0.111,0.037,4.424,0.122,1.536,4.26,0.832
Resilient,4.099,0.373,0.068,4.557,0.235,2.118,4.773,0.873
Resilient,4.226,0.249,0.262,4.001,0.189,1.644,4.268,0.828
Resilient,3.952,0.257,0.038,4.405,0.255,2.073,4.083,0.916
Resilient,4.014,0.389,0.035,4.411,0.0,2.249,3.977,0.966
Resilient,4.469,0.302,0.18,4.547,0.17,1.857,4.731,0.77
Resilient,4.268,0.277,0.066,4.174,0.198,1.819,4.073,0.872
Resilient,4.454,0.074,0.051,4.588,0.21,1.794,4.036,0.83
Resilient,4.475,0.252,0.065,4.492,0.184,1.52,4.156,0.8
Resilient,4.591,0.266,0.313,4.304,0.162,1.991,4.625,0.944
Resilient,4.17,0.264,0.111,4.131,0.079,2.29,4.526,0.83
Resilient,4.277,0.074,0.19,3.868,0.134,1.75,4.187,0.739
Resilient,4.793,0.338,0.101,4.075,0.24,1.652,4.464,0.84
Resilient,4.229,0.242,0.277,4.302,0.115,2.099,4.049,0.852
Resilient,4.695,0.338,0.286,4.32,0.02,1.668,4.056,0.9
Resilient,4.833,0.389,0.258,3.894,0.003,1.761,4.319,0.853
Resilient,4.564,0.235,0.2,4.664,0.03,1.993,4.569,0.976
Resilient,4.385,0.183,0.109,4.295,0.0,2.106,4.254,0.944
Resilient,4.507,0.407,0.082,4.683,0.117,1.993,4.241,0.835
Resilient,4.293,0.328,0.154,4.426,0.138,2.218,4.574,0.756
Resilient,4.428,0.162,0.297,4.421,0.166,1.945,4.05,0.854
Resilient,4.52,0.198,0.165,4.703,0.215,2.2,4.688,0.747
Resilient,4.594,0.091,0.275,4.208,0.084,1.541,4.205,0.839
Resilient,4.31,0.268,0.239,4.366,0.125,1.546,4.617,0.739
Resilient,3.996,0.343,0.272,4.738,0.196,2.149,3.985,0.777
Resilient,4.066,0.146,0.309,4.329,0.202,2.294,4.236,0.776
Resilient,4.021,0.095,0.197,4.392,0.119,2.189,4.145,0.727
Resilient,4.347,0.083,0.242,3.858,0.216,2.011,4.047,0.865
Resilient,4.427,0.195,0.036,4.562,0.066,1.682,4.2,0.923
Resilient,4.582,0.164,0.173,4.179,0.173,1.582,4.201,0.817
Resilient,4.44,0.156,0.323,4.303,0.0,1.573,4.398,0.837
Resilient,4.665,0.29,0.091,3.897,0.022,1.614,4.713,0.91
Resilient,4.214,0.381,0.236,4.296,0.038,1.852,4.601,0.947
Resilient,4.569,0.231,0.052,4.164,0.133,2.162,4.562,0.867
Resilient,4.06,0.35,0.264,3.958,0.049,2.28,4.252,0.767
Resilient,4.607,0.167,0.119,4.102,0.129,1.631,4.435,0.776
Resilient,4.026,0.411,0.325,4.716,0.02,1.538,4.35,0.948
Resilient,4.268,0.371,0.192,4.367,0.175,1.901,4.1,0.736
Resilient,4.473,0.113,0.319,4.399,0.0,2.068,4.245,0.784
Resilient,4.636,0.318,0.151,4.525,0.216,1.676,4.707,0.891
Resilient,4.829,0.377,0.233,4.625,0.09,1.655,4.262,0.862
Resilient,4.74,0.41,0.255,4.571,0.089,1.577,4.128,0.722
Resilient,4.23,0.163,0.284,3.999,0.216,1.907,4.79,0.845
Resilient,4.575,0.419,0.203,4.358,0.008,1.656,4.535,0.935
Resilient,4.383,0.374,0.314,4.11,0.082,2.019,4.007,0.789
Resilient,4.229,0.31,0.157,3.908,0.257,2.253,4.015,0.975
Resilient,4.506,0.401,0.108,3.914,0.038,1.761,4.161,0.934
Resilient,4.468,0.251,0.279,3.894,0.181,2.278,4.052,0.906
Resilient,4.21,0.092,0.217,4.134,0.041,1.556,4.834,0.806
Resilient,4.121,0.145,0.273,4.133,0.247,2.032,4.663,0.786
Resilient,4.103,0.387,0.05,4.573,0.155,2.234,4.365,0.714
Resilient,4.594,0.364,0.032,4.527,0.112,2.087,4.04,0.817
Resilient,4.454,0.387,0.189,4.621,0.0,2.042,4.21,0.972
Resilient,4.381,0.154,0.258,4.162,0.147,1.637,4.497,0.793
Resilient,4.598,0.232,0.083,4.649,0.0,1.716,4.043,0.737
Resilient,4.469,0.395,0.124,4.377,0.002,2.266,4.246,0.973
Resilient,4.012,0.148,0.196,3.877,0.198,1.761,4.455,0.79
Resilient,4.496,0.123,0.238,4.637,0.244,2.237,4.696,0.924
Resilient,4.345,0.371,0.097,4.345,0.0,1.87,4.823,0.774
Resilient,4.278,0.093,0.084,3.888,0.0,2.238,4.284,0.807
Resilient,4.048,0.398,0.117,4.191,0.183,1.918,4.759,0.9
Resilient,4.549,0.274,0.272,4.728,0.068,2.007,4.406,0.954
Resilient,4.554,0.385,0.315,4.502,0.144,1.936,4.684,0.739
Resilient,4.743,0.332,0.179,4.589,0.21,1.643,3.962,0.845
Resilient,4.211,0.071,0.043,4.482,0.078,1.795,4.153,0.794
Resilient,4.806,0.103,0.083,4.442,0.257,1.975,4.463,0.964
Resilient,4.197,0.34,0.129,4.262,0.117,1.555,4.701,0.915
Resilient,4.818,0.082,0.145,4.576,0.115,1.906,4.3,0.959
Resilient,4.308,0.23,0.054,4.032,0.04,1.696,4.836,0.748
Resilient,4.098,0.086,0.091,4.072,0.167,2.077,4.621,0.882
Resilient,4.256,0.341,0.284,4.718,0.075,2.241,4.637,0.825
Resilient,4.034,0.177,0.108,4.747,0.13,1.638,4.284,0.954
Resilient,4.207,0.145,0.163,3.991,0.132,2.235,4.152,0.706
Resilient,4.536,0.277,0.15,4.186,0.0,1.543,4.048,0.974
Resilient,4.572,0.253,0.283,4.4,0.183,2.028,4.448,0.872
Resilient,4.804,0.304,0.236,4.317,0.072,1.688,4.496,0.84
Resilient,4.061,0.24,0.175,4.341,0.247,1.734,4.659,0.973
Resilient,4.293,0.359,0.155,4.589,0.072,1.933,4.267,0.888
Resilient,4.624,0.28,0.118,4.037,0.202,2.293,4.538,0.918
Resilient,4.533,0.093,0.088,4.516,0.01,1.578,3.965,0.836
Resilient,4.698,0.418,0.278,4.096,0.14,1.979,4.409,0.901
Resilient,4.725,0.265,0.14,3.972,0.096,1.514,4.659,0.93
Resilient,4.462,0.409,0.151,4.356,0.0,2.252,4.657,0.806
Resilient,4.002,0.325,0.206,4.01,0.106,1.998,4.633,0.733
Resilient,4.179,0.324,0.281,4.253,0.141,2.277,4.387,0.808
Resilient,4.249,0.264,0.305,4.654,0.0,1.606,4.635,0.902
Resilient,4.769,0.255,0.235,4.421,0.196,2.0,4.823,0.944
Resilient,4.732,0.129,0.283,3.916,0.075,2.068,4.793,0.909
Resilient,4.557,0.258,0.06,4.602,0.145,2.023,4.548,0.799
Resilient,4.82,0.156,0.151,4.659,0.246,1.945,4.725,0.705
Resilient,4.42,0.291,0.288,4.223,0.0,2.18,4.417,0.946
Resilient,4.261,0.143,0.294,4.442,0.133,1.955,4.34,0.761
Resilient,4.663,0.381,0.035,4.121,0.0,2.231,4.307,0.876
Resilient,4.151,0.225,0.268,4.46,0.0,1.757,4.442,0.791
Resilient,4.094,0.315,0.249,4.002,0.073,1.648,4.571,0.864
Resilient,4.831,0.28,0.196,4.345,0.0,2.01,4.172,0.854
Resilient,4.711,0.221,0.22,4.223,0.248,2.196,4.565,0.712
Resilient,4.331,0.402,0.293,4.228,0.204,1.965,4.739,0.951
Resilient,4.125,0.323,0.239,4.679,0.109,2.225,4.693,0.707
Resilient,4.761,0.12,0.097,4.447,0.167,1.93,4.69,0.933
Resilient,4.759,0.222,0.287,4.386,0.16,1.576,4.742,0.777
Resilient,4.225,0.372,0.141,4.169,0.005,1.715,4.264,0.897
Resilient,4.739,0.292,0.102,4.337,0.214,2.091,3.954,0.713
Resilient,4.124,0.344,0.309,4.621,0.203,1.711,4.149,0.821
Resilient,4.552,0.185,0.158,4.095,0.221,1.801,4.112,0.774
Resilient,4.521,0.215,0.112,4.424,0.184,1.961,4.13,0.959
Resilient,4.666,0.161,0.134,4.065,0.027,1.894,4.452,0.954
Resilient,4.741,0.23,0.263,4.749,0.196,2.077,4.651,0.82
Resilient,4.165,0.202,0.222,4.617,0.043,1.509,4.388,0.906
Resilient,4.735,0.427,0.101,4.643,0.217,2.287,4.718,0.786
Resilient,4.68,0.199,0.09,4.24,0.088,1.682,4.674,0.93
Resilient,4.722,0.173,0.228,4.092,0.002,1.639,4.089,0.959
Resilient,4.061,0.389,0.252,3.902,0.026,1.612,4.71,0.906
Resilient,4.33,0.297,0.134,3.923,0.133,2.133,4.522,0.823
Resilient,4.147,0.165,0.259,4.608,0.142,2.065,4.594,0.734
Resilient,4.281,0.262,0.191,4.569,0.188,1.933,4.036,0.889
Resilient,4.74,0.285,0.103,4.298,0.067,1.97,4.116,0.729
Resilient,4.63,0.28,0.207,4.701,0.0,1.8,4.738,0.831
Resilient,4.144,0.309,0.156,4.375,0.235,2.224,4.117,0.801
Resilient,4.412,0.417,0.154,4.149,0.111,1.816,3.997,0.97
Resilient,4.461,0.336,0.241,4.163,0.159,2.225,4.531,0.741
Resilient,4.485,0.408,0.179,3.945,0.0,1.571,4.674,0.728
Resilient,4.669,0.245,0.137,4.004,0.209,1.595,4.35,0.869
Resilient,4.211,0.406,0.221,4.368,0.0,2.129,4.43,0.965
Resilient,4.543,0.194,0.129,3.948,0.219,1.57,4.748,0.923
Resilient,4.364,0.073,0.231,4.715,0.0,1.99,4.734,0.755
Resilient,4.685,0.219,0.172,4.581,0.079,1.804,4.393,0.939
Resilient,4.706,0.425,0.22,4.011,0.039,1.948,4.72,0.928
Resilient,4.818,0.238,0.194,4.206,0.16,2.127,4.048,0.765
Resilient,4.464,0.082,0.226,4.093,0.201,1.692,4.811,0.962
Resilient,4.145,0.325,0.158,4.462,0.0,1.932,4.445,0.876
Resilient,4.467,0.147,0.125,4.059,0.035,1.677,4.435,0.806
Resilient,4.064,0.284,0.143,4.583,0.067,1.713,4.03,0.795
Resilient,4.568,0.398,0.316,4.548,0.039,1.889,4.19,0.839
Resilient,4.209,0.163,0.317,3.879,0.068,1.874,4.387,0.722
Resilient,4.699,0.134,0.163,4.715,0.0,1.86,4.82,0.722
Resilient,4.73,0.364,0.273,4.092,0.005,2.076,4.103,0.858
Resilient,4.353,0.243,0.188,4.745,0.161,1.954,4.439,0.704
Resilient,4.461,0.148,0.304,4.463,0.149,1.968,4.486,0.858
Resilient,4.284,0.332,0.227,4.729,0.214,1.696,4.164,0.718
Resilient,4.008,0.141,0.031,4.748,0.172,2.291,4.018,0.706
Resilient,4.477,0.26,0.088,4.026,0.0,2.298,4.755,0.949
Resilient,4.761,0.078,0.143,4.598,0.022,2.148,4.575,0.759
Resilient,4.265,0.419,0.233,3.874,0.203,2.232,4.338,0.849
Resilient,4.684,0.21,0.119,4.737,0.216,2.049,3.983,0.718
Resilient,4.665,0.221,0.166,4.628,0.123,1.603,4.415,0.848
Resilient,4.597,0.172,0.266,4.556,0.011,1.704,4.433,0.709
Resilient,4.788,0.326,0.289,4.221,0.155,1.833,4.37,0.738
Resilient,3.989,0.2,0.08,4.009,0.246,2.171,4.574,0.891
Resilient,4.679,0.074,0.097,3.917,0.191,2.251,4.371,0.955
Resilient,4.11,0.161,0.081,4.562,0.239,2.289,4.168,0.859
Resilient,4.56,0.423,0.263,4.509,0.049,2.263,4.285,0.949
Resilient,4.748,0.126,0.078,4.411,0.097,1.872,4.725,0.747
Resilient,4.698,0.352,0.267,4.164,0.199,1.539,3.961,0.825
Resilient,4.807,0.39,0.238,4.146,0.198,2.138,4.399,0.734
Resilient,4.587,0.214,0.146,4.271,0.0,1.665,4.748,0.777
Resilient,4.288,0.312,0.318,4.104,0.222,1.725,4.753,0.865
Resilient,4.475,0.233,0.165,4.255,0.0,1.509,4.105,0.929
Resilient,4.243,0.304,0.092,4.024,0.065,1.686,4.725,0.824
Resilient,4.781,0.109,0.317,4.426,0.0,1.634,3.974,0.708
Resilient,4.648,0.259,0.13,4.412,0.099,2.125,4.715,0.806
Resilient,4.248,0.132,0.084,4.601,0.229,1.97,4.591,0.812
Resilient,4.547,0.37,0.162,4.713,0.11,2.159,4.778,0.804
Resilient,4.727,0.383,0.306,4.09,0.0,2.135,4.36,0.789
Resilient,4.565,0.125,0.279,3.853,0.154,1.739,4.295,0.857
Resilient,4.651,0.081,0.093,4.265,0.219,1.91,4.333,0.793
Resilient,4.704,0.25,0.066,4.176,0.07,1.66,4.719,0.8
Resilient,4.0,0.095,0.315,4.079,0.0,1.52,4.779,0.909
Resilient,4.42,0.154,0.282,4.668,0.036,1.511,4.615,0.762
Resilient,4.257,0.296,0.239,4.68,0.174,1.639,4.742,0.878
Resilient,4.741,0.129,0.1,3.962,0.0,1.586,4.441,0.829
Resilient,4.413,0.372,0.033,3.879,0.02,2.072,4.299,0.92
Resilient,4.293,0.344,0.039,4.495,0.007,1.792,4.686,0.838
Resilient,4.792,0.118,0.297,4.679,0.025,2.21,4.66,0.764
Resilient,4.549,0.429,0.074,4.44,0.123,1.767,4.123,0.925
Resilient,4.3,0.22,0.238,4.302,0.0,1.55,3.965,0.863
Resilient,4.392,0.252,0.055,4.276,0.102,2.024,4.269,0.936
Resilient,4.698,0.119,0.136,4.072,0.13,2.3,4.589,0.878
Resilient,4.203,0.287,0.209,3.964,0.115,1.542,4.334,0.838
Resilient,4.176,0.216,0.228,4.465,0.199,1.905,4.198,0.872
Resilient,4.339,0.377,0.062,4.018,0.248,2.079,4.104,0.835
Resilient,4.786,0.117,0.189,4.384,0.18,2.117,4.21,0.711
Resilient,4.708,0.359,0.321,3.872,0.21,1.617,4.677,0.827
Resilient,4.038,0.403,0.063,4.642,0.004,2.057,4.121,0.818
Resilient,4.492,0.425,0.09,4.505,0.0,1.781,4.644,0.946
Resilient,4.386,0.164,0.241,4.636,0.225,2.298,4.336,0.714
Resilient,4.085,0.221,0.22,4.012,0.155,1.877,4.138,0.897
Resilient,4.233,0.343,0.27,4.307,0.249,1.558,4.508,0.931
Resilient,4.135,0.322,0.086,4.272,0.233,2.109,3.965,0.93
Resilient,4.392,0.198,0.122,3.947,0.0,1.884,4.053,0.954
Resilient,4.597,0.167,0.073,4.441,0.0,1.759,4.638,0.895
Resilient,4.575,0.277,0.225,4.172,0.086,1.697,4.455,0.906
Resilient,4.682,0.289,0.298,3.968,0.0,2.107,4.263,0.743
Resilient,4.237,0.178,0.309,4.235,0.056,2.241,4.065,0.88
Resilient,4.748,0.272,0.163,4.615,0.036,2.151,4.823,0.754
Resilient,4.652,0.071,0.16,4.744,0.094,1.678,4.612,0.808
Resilient,4.165,0.368,0.303,4.158,0.211,1.574,4.808,0.956
Resilient,4.234,0.416,0.259,4.071,0.031,1.964,4.399,0.799
Resilient,4.618,0.223,0.25,3.963,0.195,1.803,4.139,0.939
Resilient,4.351,0.201,0.138,3.975,0.176,1.926,4.542,0.906
Resilient,4.383,0.16,0.069,4.044,0.0,1.727,4.072,0.748
Resilient,4.299,0.42,0.3,4.411,0.119,1.806,4.254,0.731
Resilient,4.578,0.379,0.174,4.145,0.128,1.649,4.29,0.745
Resilient,4.507,0.413,0.085,4.072,0.0,1.597,4.321,0.801
Resilient,4.1,0.355,0.133,4.357,0.0,1.522,4.384,0.79
Resilient,4.619,0.131,0.125,4.126,0.194,2.193,4.335,0.819
Resilient,4.23,0.114,0.083,4.253,0.033,1.712,3.967,0.879
Resilient,3.953,0.182,0.142,4.159,0.075,2.0,4.286,0.827
Resilient,4.663,0.178,0.21,4.376,0.114,1.765,4.012,0.893
Resilient,4.809,0.243,0.154,4.09,0.025,1.884,4.404,0.785
Resilient,4.246,0.238,0.176,4.394,0.0,2.259,4.283,0.83
Resilient,3.971,0.188,0.246,4.675,0.213,2.11,4.266,0.825
Resilient,4.547,0.15,0.216,4.577,0.028,1.896,4.179,0.873
Resilient,4.342,0.295,0.086,4.329,0.167,1.932,3.965,0.862
Resilient,4.2,0.249,0.037,4.472,0.0,2.031,4.09,0.897
Resilient,4.566,0.309,0.155,3.997,0.0,1.638,4.054,0.716
Resilient,4.126,0.358,0.121,4.581,0.149,1.501,4.325,0.701
Resilient,4.815,0.201,0.164,4.373,0.155,2.127,3.979,0.904
Resilient,4.389,0.246,0.298,3.952,0.0,1.531,4.578,0.807
Resilient,4.836,0.336,0.165,4.076,0.183,2.155,4.272,0.785
Resilient,4.613,0.408,0.167,4.281,0.091,1.631,4.692,0.798
Resilient,4.187,0.236,0.091,3.852,0.136,1.862,4.553,0.952
Resilient,4.177,0.342,0.053,4.167,0.0,2.263,4.464,0.797
Resilient,4.427,0.357,0.319,4.417,0.063,2.203,4.585,0.952
Resilient,4.766,0.115,0.293,3.908,0.014,1.938,4.72,0.834
Resilient,4.038,0.187,0.203,4.612,0.134,1.537,4.635,0.972
Resilient,4.152,0.146,0.062,4.221,0.0,1.594,4.467,0.78
Resilient,4.704,0.153,0.258,4.01,0.039,2.143,3.953,0.914
Resilient,4.214,0.408,0.28,4.405,0.176,1.859,4.845,0.852
Resilient,4.631,0.138,0.315,4.286,0.048,1.678,4.464,0.925
Resilient,4.754,0.321,0.247,3.974,0.0,1.725,4.727,0.791
Resilient,4.297,0.082,0.267,4.134,0.02,1.565,4.248,0.829
Resilient,4.797,0.105,0.033,3.967,0.0,1.974,4.782,0.9
Resilient,4.554,0.104,0.043,4.222,0.044,1.782,4.536,0.743
Resilient,4.666,0.148,0.035,4.268,0.0,1.765,4.059,0.725
Resilient,4.59,0.181,0.069,4.112,0.086,2.013,4.527,0.815
Resilient,4.627,0.078,0.162,4.148,0.0,1.512,4.548,0.702
Resilient,4.639,0.274,0.207,4.721,0.041,2.258,4.37,0.703
Resilient,4.518,0.224,0.114,4.425,0.011,1.527,4.803,0.737
Resilient,4.539,0.28,0.199,4.058,0.141,2.196,4.121,0.718
Resilient,4.621,0.156,0.058,4.027,0.128,2.21,3.996,0.926
Resilient,4.152,0.247,0.269,4.606,0.069,2.261,4.372,0.873
Resilient,4.05,0.21,0.294,4.315,0.185,2.009,4.826,0.855
Resilient,4.364,0.343,0.034,4.518,0.147,1.576,4.015,0.824
Resilient,4.349,0.22,0.047,3.882,0.0,1.777,4.377,0.929
Resilient,3.969,0.28,0.133,4.614,0.104,1.595,4.726,0.791
Resilient,3.992,0.289,0.296,4.231,0.001,1.903,4.229,0.882
Resilient,4.6,0.385,0.28,4.586,0.204,1.95,4.804,0.704
Resilient,4.408,0.137,0.303,3.897,0.0,2.057,4.605,0.734
Resilient,4.827,0.343,0.241,4.292,0.153,1.616,4.161,0.81
Resilient,4.384,0.274,0.141,3.971,0.034,1.786,4.461,0.841
Resilient,4.299,0.409,0.329,4.617,0.172,1.729,4.499,0.855
Resilient,4.192,0.228,0.126,4.488,0.087,2.282,4.376,0.702
Resilient,4.606,0.411,0.103,3.927,0.102,1.616,4.601,0.753
Resilient,4.278,0.328,0.151,4.275,0.055,1.606,4.538,0.917
Resilient,4.83,0.39,0.057,4.604,0.016,2.272,4.528,0.865
Resilient,4.294,0.418,0.073,4.184,0.236,2.082,4.809,0.741
Resilient,4.301,0.129,0.149,4.493,0.207,1.831,4.353,0.909
