avg_mood_score,mood_variability,journal_negative_ratio,stress_mean,anxiety_mean,support_mean,stress_index,emotional_stability,positivity_ratio,confidence_score
1.287,0.39,0.273,2.089,3.766,4.0,66,65,73,96
4.741,0.749,0.827,1.246,3.11,4.324,30,100,17,94
2.192,0.338,0.913,2.559,1.441,1.19,56,51,9,85
3.998,0.26,0.804,2.483,2.228,3.319,46,100,20,96
3.773,0.156,0.184,4.779,3.549,2.233,85,100,82,95
1.716,0.625,0.836,3.701,1.86,4.248,81,61,16,96
4.799,0.207,0.395,2.489,4.715,3.028,56,100,60,96
3.555,0.522,0.169,2.151,2.266,3.081,32,97,83,92
3.48,0.739,0.362,3.724,2.375,3.068,63,88,64,87
4.916,0.913,0.163,4.656,2.156,4.963,60,100,84,94
3.217,0.204,0.937,3.028,2.038,3.586,62,91,6,96
1.95,0.192,0.45,2.599,1.531,2.538,50,67,55,96
1.106,0.15,0.36,2.999,2.552,2.381,72,53,64,96
2.968,0.284,0.485,1.633,4.051,3.443,53,90,51,96
2.432,0.838,0.308,3.519,3.987,4.714,83,81,69,94
2.593,0.384,0.832,3.631,2.052,2.233,75,66,17,90
1.001,0.728,0.702,4.313,2.834,2.398,100,33,30,83
3.247,0.536,0.598,1.745,2.686,3.439,41,88,40,94
1.212,0.584,0.794,4.533,1.382,1.993,93,36,21,84
3.794,0.201,0.675,1.862,4.219,4.606,55,100,32,96
1.143,0.203,0.009,2.698,2.123,3.985,55,70,99,96
3.291,0.172,0.588,3.339,3.861,4.201,77,100,41,96
1.836,0.687,0.343,2.801,3.394,4.806,71,74,66,96
1.887,0.883,0.485,3.077,2.709,3.071,71,54,51,84
4.476,0.351,0.778,4.966,2.183,1.929,81,99,22,89
1.694,0.341,0.724,1.021,3.706,2.338,54,54,28,91
1.891,0.085,0.868,4.278,3.667,1.148,100,51,13,90
1.736,0.63,0.692,4.434,3.216,1.811,100,44,31,82
1.143,0.849,0.782,1.374,4.68,1.469,75,25,22,75
4.613,0.39,0.736,2.492,3.714,4.471,55,100,26,96
4.385,0.559,0.557,4.629,1.95,4.014,70,100,44,96
2.467,0.942,0.607,4.724,1.033,4.602,78,74,39,91
3.662,0.259,0.895,1.616,4.435,2.084,59,86,11,92
2.441,0.66,0.839,1.182,3.842,4.122,55,73,16,95
4.512,0.292,0.89,1.207,3.099,4.692,32,100,11,96
2.85,0.369,0.012,2.693,1.584,3.533,36,93,99,96
3.634,0.286,0.185,4.412,2.607,2.685,71,100,81,95
2.487,0.428,0.623,4.135,4.783,4.234,100,83,38,96
4.385,0.577,0.159,3.123,3.326,1.937,51,100,84,84
3.961,0.746,0.527,2.805,4.034,3.803,64,100,47,91
1.064,0.542,0.453,1.143,2.326,2.158,42,40,55,86
4.814,0.893,0.353,4.426,4.3,4.142,82,100,65,90
4.692,0.754,0.029,3.06,1.378,2.334,26,100,97,82
3.725,0.612,0.484,3.335,4.158,3.244,75,95,52,91
2.398,0.096,0.191,4.419,3.934,4.531,95,97,81,96
4.99,0.795,0.295,4.627,3.559,1.15,76,99,70,74
1.591,0.415,0.33,3.196,1.131,1.747,56,51,67,86
2.243,0.087,0.747,2.631,1.76,3.053,57,74,25,96
3.082,0.837,0.559,1.5,2.464,1.274,35,61,44,74
1.894,0.776,0.897,1.182,3.918,2.778,61,49,10,84
3.562,0.308,0.87,3.576,3.12,4.483,77,100,13,96
3.479,0.467,0.322,3.228,4.577,3.301,76,96,68,94
1.872,0.441,0.288,3.807,3.871,3.434,90,69,71,96
3.704,0.729,0.502,2.199,4.304,1.304,59,76,50,76
3.134,0.735,0.279,2.003,1.265,1.698,25,72,72,79
3.819,0.494,0.413,2.507,3.11,1.832,49,89,59,85
4.421,0.979,0.593,1.182,2.447,3.553,20,100,41,84
2.333,0.283,0.864,1.213,2.653,3.861,45,77,14,96
4.221,0.249,0.57,1.637,1.984,4.122,24,100,43,96
3.7,0.114,0.588,2.022,3.519,2.563,50,98,41,96
4.352,0.551,0.708,1.094,4.962,3.082,46,100,29,91
4.401,0.477,0.311,4.865,2.636,2.805,75,100,69,91
1.715,0.99,0.882,4.432,1.605,1.445,91,30,12,71
3.565,0.588,0.443,1.641,4.77,3.049,54,91,56,90
2.689,0.774,0.641,3.179,4.732,4.056,89,77,36,92
2.83,0.709,0.474,2.576,4.463,2.377,73,70,53,83
3.94,0.123,0.578,3.213,1.777,1.908,49,97,42,94
3.831,0.174,0.757,2.306,2.504,3.344,46,100,24,96
4.075,0.994,0.198,2.792,4.095,3.915,57,100,80,86
2.611,0.983,0.462,2.856,3.479,3.437,69,68,54,83
3.031,0.922,0.468,2.801,4.479,2.956,75,73,53,82
4.791,0.168,0.736,4.994,3.404,4.387,90,100,26,96
1.121,0.177,0.451,1.581,4.162,4.76,67,70,55,96
2.775,0.726,0.431,4.557,2.769,2.55,87,70,57,84
2.429,0.531,0.815,1.224,2.122,3.969,38,74,18,96
1.505,0.926,0.942,2.664,3.531,2.213,85,33,6,77
1.113,0.732,0.905,1.815,1.641,4.779,55,51,9,96
3.481,0.909,0.117,4.053,3.832,2.605,78,84,88,80
2.149,0.791,0.254,3.751,2.233,3.406,70,67,75,88
4.229,0.792,0.526,3.19,2.265,3.519,50,100,47,88
1.715,0.348,0.09,1.197,3.049,3.622,38,73,91,96
2.016,0.76,0.967,4.949,1.397,2.405,96,47,3,82
2.19,0.483,0.009,4.926,4.693,2.134,100,68,99,87
4.728,0.339,0.818,3.595,1.839,4.311,54,100,18,96
3.261,0.215,0.914,3.54,1.185,3.109,61,88,9,96
3.916,0.325,0.411,2.181,4.043,1.019,52,88,59,84
4.266,0.974,0.147,2.15,4.568,3.663,49,100,85,85
1.239,0.694,0.27,3.808,3.137,1.446,88,37,73,78
1.716,0.846,0.68,1.441,4.779,2.279,71,43,32,80
1.353,0.74,0.409,4.68,2.426,4.842,97,63,59,96
1.5,0.095,0.71,3.974,2.847,2.497,94,57,29,96
4.915,0.403,0.274,4.8,3.348,2.271,76,100,73,90
2.075,0.481,0.614,4.77,2.363,4.992,96,80,39,96
4.379,0.703,0.453,3.464,4.447,3.044,74,100,55,87
2.327,0.533,0.996,4.041,3.323,2.788,99,61,0,90
2.47,0.345,0.3,4.022,2.13,4.658,72,92,70,96
3.139,0.329,0.534,3.741,3.543,4.535,81,100,47,96
1.675,0.922,0.902,2.341,4.588,2.237,88,37,10,78
2.081,0.58,0.365,4.108,2.275,3.485,79,69,63,93
3.479,0.127,0.088,4.33,3.437,2.876,78,100,91,96
1.637,0.765,0.111,4.963,2.335,4.198,92,67,89,93
4.878,0.863,0.591,1.25,2.867,3.548,21,100,41,87
2.179,0.647,0.28,2.441,1.148,3.576,39,72,72,92
1.832,0.294,0.129,2.15,3.773,4.722,60,84,87,96
2.991,0.373,0.589,1.886,3.646,3.592,54,88,41,96
3.66,0.97,0.531,1.319,3.059,4.867,33,98,47,92
2.782,0.971,0.826,3.605,4.704,2.07,99,56,17,76
4.035,0.465,0.292,3.284,3.168,2.379,58,99,71,89
3.841,0.749,0.534,3.854,3.032,3.905,72,98,47,92
4.996,0.458,0.253,1.737,4.479,2.608,38,100,75,90
3.011,0.91,0.292,4.898,3.351,3.029,94,76,71,83
4.086,0.958,0.78,4.924,1.491,3.624,77,93,22,85
1.868,0.973,0.063,4.244,3.989,1.955,94,49,94,75
1.401,0.392,0.138,1.488,2.051,2.302,36,55,86,90
4.015,0.799,0.435,4.387,4.535,4.226,92,100,56,92
1.067,0.367,0.221,3.848,3.827,4.837,96,69,78,96
4.11,0.685,0.438,3.152,2.681,3.608,53,100,56,91
3.099,0.587,0.185,2.035,3.487,1.668,46,76,81,82
1.087,0.186,0.053,3.478,3.035,2.662,78,58,95,96
4.025,0.449,0.248,4.235,2.184,4.791,62,100,75,96
4.171,0.653,0.611,4.684,2.612,4.632,80,100,39,96
3.659,0.318,0.49,2.327,3.823,1.686,56,88,51,88
3.262,0.389,0.253,2.463,4.144,2.124,60,86,75,89
1.553,0.394,0.827,4.563,1.217,4.714,89,67,17,96
4.622,0.123,0.342,2.934,4.172,4.803,59,100,66,96
1.702,0.885,0.858,3.13,3.16,1.801,85,36,14,76
4.843,0.461,0.42,2.933,1.872,4.697,35,100,58,96
3.734,0.176,0.68,3.676,2.99,2.36,72,95,32,95
2.928,0.793,0.739,3.992,3.223,2.234,87,65,26,81
4.6,0.745,0.402,1.617,1.096,3.272,8,100,60,88
3.214,0.106,0.919,4.706,4.49,2.241,100,83,8,96
4.277,0.82,0.793,4.854,1.68,3.939,76,100,21,90
4.142,0.755,0.989,1.467,3.768,4.011,48,98,1,92
2.891,0.256,0.715,3.289,3.768,2.18,81,76,29,92
1.231,0.893,0.277,3.046,3.129,3.964,76,52,72,89
4.037,0.563,0.871,1.315,4.309,2.206,49,88,13,86
1.32,0.825,0.358,3.51,1.903,1.157,72,32,64,73
1.888,0.326,0.821,1.375,4.91,1.103,72,46,18,84
4.639,0.354,0.015,2.826,4.853,3.023,57,100,98,95
2.05,0.187,0.834,1.586,2.39,2.861,50,66,17,96
3.379,0.39,0.303,1.786,1.141,2.202,19,88,70,89
3.241,0.6,0.405,1.59,4.302,2.639,51,83,60,87
2.643,0.441,0.865,2.838,2.863,1.575,70,60,13,85
3.1,0.869,0.741,1.708,3.453,3.957,52,80,26,89
3.541,0.788,0.027,1.209,1.114,1.65,3,81,97,77
1.601,0.37,0.937,2.945,3.039,1.094,83,38,6,83
4.12,0.533,0.532,2.92,4.206,3.477,66,100,47,94
4.937,0.656,0.23,1.149,1.549,4.199,0,100,77,95
2.073,0.512,0.678,4.177,1.855,1.898,82,54,32,85
3.478,0.582,0.515,1.384,3.501,3.678,40,94,48,94
2.133,0.887,0.773,4.124,4.254,2.955,100,54,23,83
2.037,0.957,0.75,2.438,1.843,3.615,56,56,25,85
3.778,0.229,0.545,2.288,1.059,1.901,28,93,45,91
1.413,0.85,0.028,2.809,1.28,2.092,47,45,97,78
2.429,0.86,0.303,1.299,4.764,4.343,55,77,70,92
4.215,0.807,0.906,2.166,2.043,1.416,39,79,9,75
1.139,0.384,0.237,3.141,1.967,3.704,66,60,76,96
4.392,0.1,0.857,4.686,4.765,3.514,100,100,14,96
1.095,0.922,0.594,3.691,3.318,4.466,95,49,41,91
3.934,0.32,0.484,1.984,3.045,3.543,40,100,52,96
3.381,0.427,0.019,3.331,3.148,3.862,58,100,98,96
1.963,0.753,0.963,1.872,2.587,1.496,59,39,4,77
2.235,0.291,0.804,4.942,2.29,1.178,100,54,20,86
3.672,0.246,0.438,4.374,4.722,2.822,97,99,56,96
1.694,0.918,0.266,4.608,1.61,4.612,82,65,73,92
4.746,0.713,0.919,2.165,2.803,1.297,43,89,8,77
2.758,0.645,0.956,4.182,2.485,3.829,89,75,4,93
2.125,0.443,0.437,4.799,2.49,2.023,93,61,56,87
1.349,0.224,0.377,1.828,4.607,3.026,72,60,62,96
2.297,0.973,0.121,4.03,4.802,2.166,97,58,88,76
4.92,0.563,0.719,4.533,2.813,3.85,76,100,28,95
3.236,0.794,0.216,2.265,3.82,4.915,53,99,78,96
4.429,0.741,0.939,1.512,4.61,2.745,54,94,6,85
1.557,0.101,0.173,2.371,3.537,2.959,64,69,83,96
3.599,0.521,0.506,2.781,2.545,3.432,51,96,49,94
2.832,0.901,0.27,2.949,2.698,1.044,57,58,73,71
1.286,0.501,0.888,3.574,3.788,4.955,100,61,11,96
2.198,0.683,0.965,2.153,1.126,4.45,47,69,3,96
2.015,0.739,0.422,1.01,3.542,3.049,44,61,58,87
4.392,0.948,0.156,4.374,1.922,1.957,57,94,84,75
3.162,0.215,0.686,2.546,4.51,3.43,74,92,31,96
1.914,0.37,0.467,3.925,4.167,2.322,99,60,53,91
2.962,0.414,0.463,2.467,4.508,2.883,70,83,54,93
2.014,0.433,0.827,3.123,3.395,3.822,84,68,17,96
1.712,0.476,0.894,1.359,4.318,4.378,69,65,11,96
4.296,0.23,0.893,3.852,1.987,3.989,65,100,11,96
1.301,0.683,0.562,3.548,1.285,3.609,70,51,44,91
3.15,0.681,0.434,2.113,1.527,4.55,33,94,57,96
1.678,0.315,0.509,3.627,2.807,2.9,83,61,49,95
2.655,0.956,0.846,3.658,2.985,3.352,84,64,15,84
1.783,0.165,0.265,1.549,1.499,1.793,31,61,73,92
4.634,0.487,0.673,3.349,1.765,2.178,48,100,33,87
4.229,0.613,0.349,3.775,2.07,1.342,54,90,65,79
2.793,0.266,0.289,4.347,3.481,1.808,88,77,71,90
2.722,0.835,0.644,2.867,1.656,3.714,54,73,36,88
2.388,0.655,0.08,1.408,4.542,1.934,50,65,92,82
4.943,0.119,0.955,2.912,1.137,2.935,38,100,4,96
1.073,0.793,0.226,2.553,2.386,4.451,61,56,77,94
1.956,0.84,0.134,2.597,2.779,1.353,56,48,87,74
4.442,0.906,0.591,2.829,2.339,2.676,45,95,41,81
4.235,0.486,0.692,1.552,3.443,4.421,39,100,31,96
3.27,0.445,0.555,3.167,3.773,2.293,73,82,44,89
2.144,0.396,0.04,3.431,1.392,3.542,52,80,96,96
4.345,0.723,0.214,3.44,1.548,2.565,40,100,79,84
3.275,0.159,0.21,3.92,2.424,1.413,65,86,79,90
1.683,0.335,0.671,4.747,1.817,3.033,94,60,33,96
4.322,0.707,1.0,2.804,4.693,3.506,77,98,0,90
4.846,0.894,0.762,3.359,2.791,3.969,58,100,24,89
2.038,0.657,0.377,1.072,2.603,4.375,34,74,62,96
3.761,0.106,0.659,3.645,3.078,1.633,72,91,34,92
2.326,0.524,0.015,3.564,2.356,4.809,62,91,98,96
2.083,0.932,0.396,3.743,4.377,1.553,95,46,60,73
3.991,0.176,0.382,1.936,1.234,4.822,19,100,62,96
2.244,0.948,0.516,4.615,1.251,4.634,79,71,48,91
4.122,0.957,0.596,4.868,3.341,4.274,90,100,40,89
1.634,0.861,0.097,4.892,2.996,3.16,97,56,90,85
1.196,0.797,0.669,2.712,3.159,1.398,79,28,33,75
3.875,0.082,0.742,4.623,2.621,2.47,84,99,26,96
4.477,0.357,0.397,3.932,2.112,3.584,56,100,60,96
4.873,0.578,0.813,3.927,2.664,4.713,67,100,19,96
3.588,0.354,0.679,1.162,3.823,3.086,42,94,32,96
4.611,0.766,0.087,2.519,4.589,4.011,51,100,91,92
3.266,0.708,0.94,3.595,2.261,4.705,73,90,6,96
1.741,0.36,0.262,1.871,1.482,2.303,36,60,74,91
4.552,0.839,0.892,1.983,1.255,4.749,26,100,11,95
1.612,0.952,0.22,4.094,2.226,4.08,79,60,78,88
2.682,0.965,0.928,4.086,1.752,3.8,80,66,7,86
4.01,0.334,0.834,3.549,1.959,3.788,61,100,17,96
3.455,0.498,0.293,1.679,3.721,2.865,42,92,71,91
2.06,0.189,0.421,2.18,2.905,3.287,56,75,58,96
1.023,0.218,0.628,1.232,1.323,4.782,37,65,37,96
4.133,0.772,0.705,1.146,1.789,1.895,17,85,30,79
2.492,0.106,0.281,2.49,1.331,2.084,39,77,72,95
1.228,0.205,0.693,2.974,1.997,2.333,72,49,31,94
4.438,0.936,0.895,4.727,3.825,3.585,96,97,11,85
2.601,0.393,0.696,4.945,1.709,3.9,89,82,30,96
3.882,0.94,0.504,3.46,3.716,4.908,72,100,50,93
3.434,0.867,0.827,3.719,2.428,3.157,73,78,17,84
1.615,0.401,0.945,2.376,3.699,4.766,81,67,5,96
4.064,0.922,0.157,1.407,4.096,4.616,34,100,84,92
1.453,0.536,0.555,1.231,3.769,1.088,57,37,45,79
3.212,0.941,0.168,4.758,4.966,1.174,100,66,83,71
2.847,0.189,0.904,3.722,4.193,3.569,97,85,10,96
2.181,0.597,0.298,3.226,3.888,1.041,79,52,70,78
4.559,0.967,0.178,3.169,2.461,3.195,42,100,82,82
4.506,0.64,0.026,3.937,2.666,4.229,54,100,97,96
4.67,0.853,0.033,4.385,4.317,4.312,77,100,97,92
3.523,0.181,0.032,3.799,1.396,3.911,47,100,97,96
2.241,0.581,0.19,4.022,4.838,3.734,99,77,81,94
1.735,0.637,0.668,1.8,1.199,1.01,40,38,33,77
1.989,0.298,0.774,4.032,2.834,2.874,92,63,23,96
3.558,0.307,0.86,2.842,3.636,2.723,71,89,14,94
2.005,0.91,0.4,4.782,2.02,3.441,89,60,60,85
2.367,0.508,0.742,3.297,2.1,1.109,70,52,26,80
2.387,0.387,0.802,4.207,4.737,1.223,100,55,20,84
1.965,0.485,0.536,2.344,4.353,2.797,76,62,46,91
1.3,0.57,0.04,2.352,4.217,3.4,70,60,96,93
4.775,0.746,0.141,3.953,1.772,2.549,46,100,86,84
4.976,0.979,0.381,3.438,3.16,3.745,54,100,62,85
4.052,0.907,0.261,1.741,2.114,4.344,22,100,74,91
4.797,0.299,0.138,3.984,1.065,1.683,39,100,86,88
3.973,0.8,0.871,1.715,4.16,1.429,55,75,13,76
1.415,0.744,0.729,1.793,2.617,4.275,58,55,27,94
4.738,0.647,0.141,4.132,4.024,4.941,71,100,86,96
4.688,0.953,0.428,1.865,3.595,3.287,37,100,57,83
1.864,0.178,0.403,2.926,2.949,4.958,69,86,60,96
4.213,0.753,0.17,2.973,2.99,4.614,47,100,83,96
3.281,0.911,0.514,3.784,1.107,4.691,56,91,49,93
1.356,0.628,0.773,1.779,2.082,1.653,54,35,23,81
1.363,0.688,0.967,2.36,4.727,2.663,93,39,3,85
4.953,0.995,0.284,4.911,2.014,3.364,65,100,72,83
3.067,0.354,0.298,1.493,2.423,4.002,30,97,70,96
1.513,0.894,0.96,2.001,2.823,4.963,67,56,4,95
2.859,0.391,0.26,1.805,2.924,4.495,40,97,74,96
3.56,0.377,0.619,4.1,2.973,4.537,79,100,38,96
2.254,0.169,0.303,4.028,1.612,1.367,69,66,70,89
2.867,0.823,0.418,4.987,3.046,4.086,96,82,58,91
1.694,0.654,0.651,3.149,4.616,4.001,96,61,35,94
4.466,0.968,0.769,3.687,4.998,1.453,89,82,23,72
3.011,0.47,0.215,1.202,3.852,1.377,38,74,78,83
2.84,0.323,0.744,2.151,3.626,2.122,63,73,26,90
1.378,0.379,0.383,4.117,1.544,4.309,78,68,62,96
2.869,0.534,0.381,1.811,3.925,4.1,53,89,62,96
2.626,0.48,0.265,3.508,2.492,3.821,65,86,73,96
3.665,0.445,0.381,4.574,3.025,4.595,82,100,62,96
3.654,0.466,0.304,3.233,4.463,4.185,73,100,70,96
4.522,0.836,0.392,1.62,3.939,1.698,37,93,61,76
2.313,0.881,0.378,1.98,1.177,1.4,32,50,62,74
2.957,0.424,0.082,4.55,4.982,1.979,100,81,92,87
1.383,0.357,0.392,4.167,4.79,4.635,100,71,61,96
2.204,0.4,0.542,3.664,3.772,3.325,90,72,46,96
2.527,0.991,0.389,4.801,2.557,3.379,90,67,61,83
2.303,0.248,0.685,1.204,4.502,3.749,60,78,32,96
1.305,0.438,0.71,4.64,2.02,3.086,98,51,29,94
4.504,0.695,0.68,4.223,4.207,4.262,87,100,32,95
4.291,0.596,0.654,2.653,1.235,3.181,34,100,35,91
1.685,0.603,0.521,3.085,1.383,4.577,60,68,48,96
3.05,0.318,0.907,1.858,4.178,4.481,65,93,9,96
1.171,0.778,0.401,2.653,2.543,3.389,67,47,60,88
1.783,0.122,0.469,2.435,1.362,3.773,48,75,53,96
2.837,0.337,0.627,2.383,3.116,2.22,59,75,37,91
1.524,0.307,0.607,4.275,2.805,1.917,96,50,39,90
1.343,0.905,0.88,4.274,2.914,4.457,100,50,12,91
1.6,0.316,0.906,1.628,3.812,3.746,69,61,9,96
1.31,0.107,0.956,4.251,1.431,2.926,91,53,4,96
3.443,0.942,0.01,4.869,3.404,2.49,85,83,99,79
3.996,0.973,0.392,4.781,3.122,2.377,84,86,61,77
2.399,0.533,0.067,4.424,1.058,1.519,64,65,93,82
4.226,0.211,0.469,2.48,1.923,1.214,34,97,53,88
2.188,0.551,0.539,2.965,3.424,2.239,75,60,46,86
4.776,0.276,0.062,3.127,4.955,3.362,63,100,94,96
4.734,0.899,0.524,1.222,1.745,2.613,10,100,48,80
3.17,0.541,0.863,1.382,4.241,1.145,56,64,14,80
2.307,0.149,0.63,4.958,2.992,1.553,100,64,37,91
4.107,0.146,0.14,1.893,3.161,3.71,32,100,86,96
1.568,0.29,0.92,2.931,4.989,1.59,100,44,8,88
4.593,0.931,0.605,3.917,2.98,1.107,68,85,40,71
3.948,0.786,0.267,4.577,1.602,4.539,63,100,73,95
3.256,0.193,0.056,3.84,4.89,4.226,85,100,94,96
2.021,0.618,0.338,3.732,1.648,1.784,67,54,66,82
3.678,0.675,0.353,1.724,2.449,2.916,30,92,65,87
1.348,0.756,0.871,4.631,1.652,2.349,97,36,13,82
2.678,0.914,0.563,4.653,3.682,1.73,100,56,44,75
3.363,0.508,0.154,3.364,3.416,3.487,64,97,85,94
3.254,0.58,0.414,1.558,3.202,2.572,39,83,59,87
1.441,0.457,0.34,1.576,4.489,2.17,65,51,66,88
3.456,0.291,0.687,2.231,4.047,1.275,62,78,31,86
1.589,0.977,0.073,2.742,2.289,3.574,56,57,93,84
1.48,0.311,0.913,1.148,4.38,3.52,69,57,9,96
4.124,0.694,0.879,2.668,1.531,2.021,43,85,12,82
3.893,0.448,0.687,3.901,3.218,4.455,77,100,31,96
4.67,0.35,0.344,2.808,1.628,1.565,31,100,66,87
4.553,0.597,0.865,1.416,3.971,3.018,43,100,14,90
3.874,0.532,0.17,1.901,1.839,1.052,21,86,83,79
4.468,0.464,0.791,3.76,4.903,2.637,89,100,21,90
2.356,0.665,0.956,2.552,3.301,2.915,74,60,4,88
4.721,0.541,0.735,3.75,4.789,2.695,85,100,26,89
2.147,0.489,0.294,4.222,2.155,2.08,78,62,71,86
1.804,0.796,0.455,1.283,2.591,2.57,41,51,54,83
2.586,0.165,0.689,1.581,2.007,3.749,38,85,31,96
2.812,0.511,0.62,2.73,3.46,3.007,68,77,38,92
4.045,0.982,0.681,3.897,4.224,4.03,86,96,32,87
4.571,0.195,0.204,3.637,2.248,4.305,48,100,80,96
4.272,0.139,0.003,2.955,3.71,2.016,50,100,100,94
2.822,0.579,0.496,4.305,1.985,3.917,76,84,50,95
4.904,0.24,0.042,4.173,2.141,1.125,50,100,96,86
4.626,0.478,0.279,3.3,1.8,3.698,39,100,72,96
1.671,0.522,0.124,4.028,2.627,2.529,80,59,88,88
1.38,0.143,0.583,3.344,3.158,4.758,86,74,42,96
1.429,0.319,0.889,3.393,1.519,4.638,76,65,11,96
4.886,0.456,0.012,2.025,3.551,3.159,29,100,99,94
4.662,0.637,0.431,1.317,3.067,4.175,23,100,57,96
3.273,0.226,0.99,3.953,1.841,3.472,75,90,1,96
3.528,0.284,0.986,2.032,3.237,2.108,56,82,1,91
1.85,0.638,0.084,4.544,1.782,1.562,77,53,92,80
2.673,0.962,0.865,1.793,2.924,4.781,54,75,14,92
1.858,0.163,0.591,1.033,2.371,2.093,37,60,41,94
2.825,0.699,0.766,4.879,2.567,4.363,96,82,23,95
4.809,0.148,0.614,3.913,1.14,1.723,48,100,39,92
1.937,0.567,0.582,3.226,1.945,2.548,67,57,42,88
3.419,0.729,0.529,2.777,1.235,4.197,40,94,47,94
3.311,0.365,0.76,3.707,1.581,3.563,64,91,24,96
1.191,0.312,0.434,3.761,1.385,4.418,73,66,57,96
4.555,0.483,0.978,1.933,2.625,1.427,40,91,2,83
2.238,0.303,0.604,2.136,3.989,3.493,68,75,40,96
3.16,0.141,0.02,2.118,2.206,2.108,31,92,98,94
4.162,0.113,0.508,4.424,1.856,1.946,66,100,49,94
2.119,0.616,0.622,4.971,1.679,2.433,92,57,38,86
3.396,0.362,0.953,3.575,2.152,2.392,71,81,5,91
4.684,0.103,0.669,4.407,1.692,4.061,63,100,33,96
2.499,0.591,0.673,4.685,3.295,1.621,100,58,33,81
1.221,0.646,0.032,1.633,4.849,4.368,65,64,97,96
2.826,0.776,0.709,1.415,1.478,1.206,29,56,29,75
2.201,0.867,0.485,3.293,1.991,3.553,65,64,51,87
3.219,0.146,0.456,4.303,4.162,1.595,94,83,54,91
3.326,0.613,0.042,2.826,1.477,4.942,34,100,96,96
4.779,0.91,0.123,3.224,3.584,4.342,52,100,88,91
3.573,0.852,0.926,2.382,1.249,3.545,41,83,7,87
3.432,0.192,0.963,3.524,3.731,3.055,86,91,4,96
2.326,0.756,0.682,2.122,2.313,3.09,52,62,32,87
2.147,0.307,0.989,3.662,3.584,3.721,97,70,1,96
3.075,0.867,0.567,1.697,1.211,4.163,26,84,43,90
4.013,0.483,0.247,4.815,2.385,4.798,74,100,75,96
4.53,0.126,0.384,1.72,2.899,4.577,28,100,62,96
2.107,0.181,0.985,3.679,2.929,2.614,91,63,1,96
2.242,0.657,0.413,1.604,3.2,1.265,48,52,59,78
2.36,0.748,0.256,4.263,2.125,2.223,76,62,74,81
3.098,0.783,0.758,4.403,1.336,2.19,74,67,24,81
2.599,0.401,0.159,1.818,1.658,1.043,28,66,84,82
1.471,0.167,0.784,1.016,1.375,4.458,34,69,22,96
3.316,0.435,0.666,2.259,3.489,4.801,58,100,33,96
3.182,0.207,0.508,2.281,2.384,4.57,45,100,49,96
1.186,0.899,0.518,2.107,2.815,4.774,63,55,48,93
4.088,0.671,0.282,4.419,2.018,1.37,64,88,72,78
4.816,0.721,0.405,3.765,2.079,4.606,51,100,60,96
1.085,0.724,0.689,2.315,3.56,3.417,78,43,31,89
4.856,0.34,0.975,1.533,1.18,3.22,17,100,2,96
2.21,0.949,0.313,1.797,1.048,4.944,28,76,69,93
3.686,0.122,0.61,2.16,1.534,4.92,33,100,39,96
3.778,0.137,0.829,3.978,3.168,4.242,82,100,17,96
1.005,0.275,0.859,4.627,1.293,4.399,96,57,14,96
3.649,0.963,0.473,4.8,4.734,4.815,100,98,53,92
2.588,0.527,0.861,3.492,3.49,4.041,87,77,14,96
2.083,0.596,0.581,3.53,4.406,2.126,96,55,42,84
2.297,0.588,0.899,1.571,1.17,2.905,36,61,10,89
1.045,0.186,0.719,1.301,2.36,2.789,50,49,28,96
1.596,0.334,0.096,2.07,4.238,1.476,65,54,90,86
3.301,0.839,0.351,1.506,1.452,3.315,19,85,65,86
4.211,0.98,0.766,4.199,2.757,3.821,76,96,23,86
4.135,0.143,0.625,2.188,3.751,4.66,52,100,37,96
3.95,0.081,0.222,2.185,4.583,1.122,54,97,78,90
4.384,0.594,0.357,3.359,2.814,4.618,54,100,64,96
2.629,0.75,0.315,1.58,1.097,4.743,22,86,68,96
2.672,0.561,0.316,2.188,1.985,2.338,40,72,68,86
4.63,0.895,0.372,1.748,4.269,3.458,41,100,63,86
2.682,0.185,0.844,4.4,4.996,2.485,100,74,16,96
1.236,0.985,0.019,4.042,3.66,2.832,92,45,98,80
3.816,0.858,0.633,4.072,1.99,4.422,67,98,37,92
1.784,0.565,0.798,1.852,1.732,1.617,49,43,20,82
3.495,0.217,0.016,1.021,4.146,1.903,30,95,98,92
4.594,0.46,0.083,4.321,1.383,3.958,48,100,92,96
2.059,0.121,0.343,2.088,3.322,1.626,57,65,66,92
3.608,0.42,0.763,3.565,3.087,2.439,74,87,24,90
1.927,0.727,0.008,1.136,3.349,3.279,36,67,99,88
3.385,0.115,0.307,2.038,3.006,2.344,42,95,69,96
3.457,0.752,0.766,2.778,3.812,2.404,70,76,23,83
3.535,0.231,0.511,3.085,4.133,4.919,73,100,49,96
3.482,0.444,0.004,1.995,4.658,2.536,51,95,100,90
3.537,0.181,0.713,4.407,2.991,1.764,86,86,29,92
4.258,0.115,0.98,4.549,4.713,3.502,100,100,2,96
2.971,0.334,0.426,1.548,2.439,3.459,34,90,57,96
1.133,0.572,0.681,4.508,4.147,2.823,100,43,32,89
4.88,0.931,0.373,3.814,2.031,1.601,50,97,63,74
1.843,0.549,0.521,1.691,2.986,1.556,53,48,48,82
2.9,0.412,0.954,1.002,1.984,1.839,32,66,5,87
