pattern_label,entry_emotion,entry_sentiment,dominant_trigger,time_bucket,mood_swing_index,pattern_confidence
High Variability,anger,negative,health_sleep,Afternoon,0.605,79
High Variability,joy,neutral,relationships,Late Night,0.141,63
High Variability,fear,negative,work_studies,Late Night,0.632,84
High Variability,love,neutral,work_studies,Late Night,0.451,69
High Variability,joy,negative,social_media,Morning,0.24,86
High Variability,love,negative,time_pressure,Morning,0.392,56
High Variability,surprise,positive,work_studies,Late Night,0.934,59
High Variability,anger,negative,health_sleep,Morning,0.262,96
High Variability,surprise,positive,growth_positive,Morning,0.416,79
High Variability,sadness,negative,health_sleep,Late Night,0.323,75
High Variability,surprise,negative,social_media,Morning,0.426,68
High Variability,fear,positive,relationships,Late Night,0.714,78
High Variability,anger,neutral,work_studies,Morning,0.198,96
High Variability,joy,negative,work_studies,Late Night,0.579,63
High Variability,surprise,positive,work_studies,Late Night,0.478,70
High Variability,surprise,neutral,growth_positive,Late Night,0.129,84
High Variability,anger,positive,relationships,Late Night,0.722,78
High Variability,joy,negative,growth_positive,Morning,0.257,83
High Variability,surprise,positive,relationships,Late Night,0.196,63
High Variability,surprise,positive,social_media,Late Night,0.418,64
High Variability,surprise,neutral,social_media,Morning,0.121,80
High Variability,fear,negative,work_studies,Afternoon,0.682,74
High Variability,surprise,positive,work_studies,Evening,0.134,72
High Variability,love,positive,social_media,Morning,0.524,67
High Variability,surprise,positive,work_studies,Late Night,0.75,85
High Variability,love,negative,social_media,Late Night,0.805,72
High Variability,joy,negative,time_pressure,Evening,0.951,94
High Variability,love,negative,health_sleep,Afternoon,0.168,93
High Variability,fear,negative,growth_positive,Afternoon,0.61,85
High Variability,sadness,positive,growth_positive,Late Night,0.324,94
High Variability,sadness,negative,work_studies,Late Night,0.289,90
High Variability,anger,negative,time_pressure,Evening,0.582,96
High Variability,love,neutral,work_studies,Morning,0.739,92
High Variability,fear,negative,social_media,Afternoon,0.497,83
High Variability,love,positive,time_pressure,Morning,0.742,78
High Variability,anger,positive,growth_positive,Morning,0.442,77
High Variability,joy,negative,health_sleep,Evening,0.858,89
High Variability,anger,negative,time_pressure,Morning,0.67,83
High Variability,fear,positive,time_pressure,Afternoon,0.313,66
High Variability,anger,neutral,health_sleep,Morning,0.291,66
High Variability,joy,positive,growth_positive,Late Night,0.232,77
High Variability,fear,negative,health_sleep,Afternoon,0.467,66
High Variability,anger,negative,relationships,Afternoon,0.206,66
High Variability,surprise,positive,social_media,Afternoon,0.134,62
High Variability,joy,negative,social_media,Late Night,0.582,78
High Variability,joy,negative,relationships,Morning,0.762,90
High Variability,anger,negative,social_media,Morning,0.226,73
High Variability,surprise,neutral,time_pressure,Late Night,0.604,58
High Variability,surprise,positive,work_studies,Evening,0.916,70
Burnout Risk,joy,negative,health_sleep,Late Night,0.516,61
Burnout Risk,anger,positive,social_media,Afternoon,0.752,74
Burnout Risk,anger,negative,health_sleep,Evening,0.582,63
Burnout Risk,joy,positive,work_studies,Morning,0.545,93
Burnout Risk,surprise,neutral,health_sleep,Morning,0.513,57
Burnout Risk,anger,negative,time_pressure,Afternoon,0.998,85
Burnout Risk,anger,positive,health_sleep,Afternoon,0.821,76
Burnout Risk,fear,negative,time_pressure,Afternoon,0.855,92
Burnout Risk,anger,negative,work_studies,Morning,0.987,87
Burnout Risk,love,neutral,relationships,Evening,0.266,92
Burnout Risk,fear,neutral,social_media,Afternoon,0.304,94
Burnout Risk,anger,negative,growth_positive,Afternoon,0.961,92
Burnout Risk,surprise,negative,work_studies,Late Night,0.986,66
Burnout Risk,fear,neutral,work_studies,Late Night,0.317,96
Burnout Risk,surprise,positive,social_media,Morning,0.743,93
Burnout Risk,fear,neutral,relationships,Morning,0.503,69
Burnout Risk,surprise,neutral,social_media,Late Night,0.869,77
Burnout Risk,anger,neutral,social_media,Morning,0.666,75
Burnout Risk,anger,negative,growth_positive,Late Night,0.68,64
Burnout Risk,sadness,neutral,social_media,Late Night,0.942,69
Burnout Risk,surprise,positive,social_media,Late Night,0.605,82
Burnout Risk,joy,positive,work_studies,Afternoon,0.909,76
Burnout Risk,fear,neutral,growth_positive,Afternoon,0.659,83
Burnout Risk,surprise,negative,growth_positive,Late Night,0.797,73
Burnout Risk,fear,neutral,social_media,Late Night,0.872,95
Burnout Risk,sadness,positive,time_pressure,Late Night,0.403,72
Burnout Risk,joy,negative,relationships,Evening,0.904,89
Burnout Risk,surprise,positive,relationships,Evening,0.103,80
Burnout Risk,sadness,neutral,social_media,Evening,0.391,74
Burnout Risk,anger,negative,social_media,Afternoon,0.578,93
Burnout Risk,fear,positive,social_media,Afternoon,0.989,80
Burnout Risk,love,neutral,social_media,Morning,0.229,60
Burnout Risk,joy,neutral,social_media,Evening,0.604,89
Burnout Risk,anger,positive,health_sleep,Afternoon,0.859,78
Burnout Risk,fear,neutral,social_media,Late Night,0.85,77
Burnout Risk,joy,neutral,relationships,Afternoon,0.387,80
Burnout Risk,sadness,positive,social_media,Morning,0.144,57
Burnout Risk,joy,positive,growth_positive,Morning,0.123,83
Burnout Risk,anger,positive,health_sleep,Late Night,0.687,58
Burnout Risk,joy,neutral,work_studies,Morning,0.301,63
Burnout Risk,love,positive,time_pressure,Afternoon,0.635,94
Burnout Risk,surprise,negative,growth_positive,Evening,0.777,71
Burnout Risk,fear,positive,health_sleep,Late Night,0.999,94
Burnout Risk,fear,negative,work_studies,Late Night,0.447,89
Burnout Risk,fear,positive,growth_positive,Morning,0.56,69
Burnout Risk,anger,negative,growth_positive,Evening,0.383,74
Burnout Risk,fear,positive,time_pressure,Morning,0.669,87
Burnout Risk,joy,negative,relationships,Morning,0.498,65
Burnout Risk,love,neutral,social_media,Late Night,0.61,61
Burnout Risk,joy,negative,growth_positive,Late Night,0.229,76
Burnout Risk,love,neutral,time_pressure,Afternoon,0.175,75
Burnout Risk,surprise,positive,growth_positive,Afternoon,0.767,61
Burnout Risk,anger,positive,health_sleep,Evening,0.252,75
Burnout Risk,sadness,positive,health_sleep,Morning,0.599,60
Burnout Risk,sadness,neutral,time_pressure,Evening,0.646,70
Burnout Risk,love,positive,social_media,Morning,0.953,61
Burnout Risk,joy,positive,social_media,Evening,0.777,61
Burnout Risk,surprise,negative,health_sleep,Afternoon,0.334,71
Burnout Risk,fear,neutral,time_pressure,Late Night,0.668,95
Burnout Risk,love,neutral,relationships,Afternoon,0.788,90
Burnout Risk,love,positive,social_media,Afternoon,0.994,80
Burnout Risk,love,positive,relationships,Evening,0.237,89
Burnout Risk,sadness,neutral,work_studies,Late Night,0.648,87
Burnout Risk,love,positive,growth_positive,Evening,0.62,59
Burnout Risk,love,neutral,growth_positive,Morning,0.535,55
Burnout Risk,surprise,positive,work_studies,Evening,0.645,91
Burnout Risk,surprise,negative,time_pressure,Morning,0.802,74
Burnout Risk,surprise,negative,health_sleep,Evening,0.981,95
Burnout Risk,surprise,neutral,health_sleep,Morning,0.838,84
Burnout Risk,surprise,neutral,health_sleep,Morning,0.355,78
Burnout Risk,joy,negative,time_pressure,Evening,0.677,95
Burnout Risk,sadness,positive,health_sleep,Evening,0.342,74
Burnout Risk,sadness,neutral,growth_positive,Evening,0.623,78
Burnout Risk,sadness,neutral,relationships,Afternoon,0.943,91
Burnout Risk,sadness,negative,health_sleep,Morning,0.807,91
Burnout Risk,joy,negative,health_sleep,Evening,0.579,73
Burnout Risk,sadness,positive,growth_positive,Morning,0.269,85
Burnout Risk,love,positive,time_pressure,Late Night,0.221,72
Burnout Risk,anger,positive,relationships,Late Night,0.904,67
Burnout Risk,sadness,negative,social_media,Evening,0.389,94
Burnout Risk,sadness,positive,relationships,Morning,0.493,92
Burnout Risk,love,negative,relationships,Evening,0.235,77
Burnout Risk,fear,positive,relationships,Afternoon,0.795,91
Burnout Risk,love,negative,time_pressure,Evening,0.982,57
Burnout Risk,surprise,negative,social_media,Late Night,0.331,94
Burnout Risk,joy,positive,time_pressure,Evening,0.348,63
Burnout Risk,surprise,positive,growth_positive,Late Night,0.109,96
Burnout Risk,anger,positive,relationships,Evening,0.159,57
Burnout Risk,anger,positive,time_pressure,Late Night,0.95,85
Burnout Risk,love,negative,work_studies,Afternoon,0.314,78
Burnout Risk,surprise,neutral,social_media,Late Night,0.441,65
Burnout Risk,fear,neutral,work_studies,Morning,0.176,94
Burnout Risk,fear,positive,health_sleep,Afternoon,0.449,65
Burnout Risk,anger,positive,time_pressure,Late Night,0.291,83
Burnout Risk,joy,positive,growth_positive,Afternoon,0.802,62
Burnout Risk,surprise,negative,growth_positive,Late Night,0.574,70
Burnout Risk,sadness,neutral,growth_positive,Afternoon,0.308,82
Burnout Risk,anger,neutral,relationships,Late Night,0.33,91
Burnout Risk,joy,negative,work_studies,Evening,0.594,55
Burnout Risk,sadness,positive,time_pressure,Morning,0.751,81
Burnout Risk,joy,positive,work_studies,Evening,0.563,65
Burnout Risk,anger,negative,work_studies,Morning,0.666,70
Burnout Risk,love,negative,growth_positive,Afternoon,0.11,68
Burnout Risk,joy,positive,relationships,Morning,0.807,79
Burnout Risk,love,positive,relationships,Late Night,0.781,62
Burnout Risk,joy,negative,growth_positive,Late Night,0.337,64
Burnout Risk,fear,positive,work_studies,Evening,0.267,69
Burnout Risk,love,positive,growth_positive,Afternoon,0.332,72
Burnout Risk,sadness,neutral,relationships,Morning,0.972,78
Burnout Risk,sadness,neutral,relationships,Morning,0.138,66
Burnout Risk,anger,positive,social_media,Late Night,0.382,80
Burnout Risk,joy,neutral,time_pressure,Late Night,0.972,72
Burnout Risk,surprise,positive,work_studies,Morning,0.301,55
Burnout Risk,love,negative,health_sleep,Late Night,0.532,58
Burnout Risk,surprise,neutral,work_studies,Evening,0.255,65
Burnout Risk,love,negative,health_sleep,Afternoon,0.133,67
Burnout Risk,sadness,neutral,work_studies,Morning,0.449,66
Burnout Risk,sadness,positive,relationships,Morning,0.922,83
Burnout Risk,love,positive,time_pressure,Late Night,0.276,77
Burnout Risk,fear,neutral,health_sleep,Evening,0.481,75
Burnout Risk,sadness,neutral,time_pressure,Late Night,0.767,74
Burnout Risk,love,neutral,social_media,Afternoon,0.923,76
Burnout Risk,surprise,neutral,work_studies,Morning,0.505,70
Burnout Risk,fear,negative,time_pressure,Morning,0.486,78
Burnout Risk,love,positive,time_pressure,Late Night,0.244,75
Burnout Risk,fear,negative,relationships,Morning,0.851,77
Burnout Risk,sadness,neutral,time_pressure,Late Night,0.912,88
Burnout Risk,fear,positive,relationships,Evening,0.105,59
Burnout Risk,love,negative,work_studies,Evening,0.802,82
Burnout Risk,love,negative,health_sleep,Late Night,0.589,93
Burnout Risk,anger,negative,time_pressure,Morning,0.565,59
Burnout Risk,surprise,positive,relationships,Afternoon,0.741,79
Burnout Risk,fear,negative,relationships,Morning,0.677,61
Burnout Risk,joy,neutral,health_sleep,Afternoon,0.656,79
Burnout Risk,sadness,negative,social_media,Late Night,0.305,80
Burnout Risk,fear,neutral,social_media,Morning,0.939,92
Burnout Risk,fear,positive,health_sleep,Afternoon,0.186,63
Burnout Risk,joy,positive,growth_positive,Afternoon,0.918,70
Burnout Risk,anger,positive,relationships,Evening,0.344,73
Burnout Risk,joy,negative,health_sleep,Morning,0.86,62
Burnout Risk,sadness,negative,social_media,Late Night,0.903,80
Burnout Risk,fear,neutral,growth_positive,Evening,0.47,62
Burnout Risk,sadness,neutral,health_sleep,Evening,0.316,59
Burnout Risk,love,positive,time_pressure,Afternoon,0.293,76
Burnout Risk,love,negative,relationships,Late Night,0.527,93
Burnout Risk,fear,neutral,time_pressure,Late Night,0.192,83
Burnout Risk,fear,negative,work_studies,Evening,0.723,65
Burnout Risk,anger,neutral,work_studies,Morning,0.154,91
Burnout Risk,fear,neutral,work_studies,Morning,0.847,60
Burnout Risk,love,positive,growth_positive,Afternoon,0.472,64
Burnout Risk,joy,negative,time_pressure,Late Night,0.178,65
Burnout Risk,joy,positive,work_studies,Late Night,0.346,62
Burnout Risk,surprise,neutral,social_media,Afternoon,0.337,84
Burnout Risk,sadness,positive,work_studies,Morning,0.171,56
Burnout Risk,fear,positive,work_studies,Afternoon,0.105,88
Burnout Risk,anger,neutral,time_pressure,Afternoon,0.534,79
Burnout Risk,joy,positive,relationships,Evening,0.431,62
Burnout Risk,love,negative,work_studies,Afternoon,0.982,63
Burnout Risk,sadness,neutral,health_sleep,Late Night,0.489,76
Burnout Risk,joy,neutral,social_media,Morning,0.209,95
Burnout Risk,surprise,neutral,work_studies,Evening,0.476,73
Burnout Risk,love,neutral,growth_positive,Morning,0.353,83
Burnout Risk,love,neutral,relationships,Late Night,0.207,95
Burnout Risk,sadness,negative,work_studies,Afternoon,0.112,72
Burnout Risk,surprise,negative,growth_positive,Morning,0.384,66
Burnout Risk,surprise,neutral,relationships,Afternoon,0.833,76
Burnout Risk,fear,neutral,growth_positive,Evening,0.749,79
Burnout Risk,love,negative,growth_positive,Evening,0.338,69
Burnout Risk,joy,positive,time_pressure,Morning,0.17,74
Burnout Risk,anger,negative,work_studies,Evening,0.158,56
Burnout Risk,anger,negative,work_studies,Evening,0.557,74
Burnout Risk,anger,neutral,growth_positive,Late Night,0.483,89
Burnout Risk,sadness,negative,relationships,Morning,0.301,65
Burnout Risk,joy,negative,growth_positive,Late Night,0.132,85
Burnout Risk,fear,neutral,work_studies,Evening,0.283,93
Burnout Risk,surprise,positive,social_media,Evening,0.846,83
Burnout Risk,surprise,neutral,relationships,Late Night,0.469,77
Burnout Risk,joy,negative,relationships,Late Night,0.438,71
Burnout Risk,anger,neutral,relationships,Afternoon,0.174,87
Burnout Risk,fear,negative,social_media,Afternoon,0.28,66
Burnout Risk,surprise,negative,growth_positive,Evening,0.755,64
Burnout Risk,surprise,positive,time_pressure,Evening,0.136,95
Burnout Risk,joy,negative,growth_positive,Morning,0.808,78
Burnout Risk,fear,neutral,health_sleep,Afternoon,0.232,67
Burnout Risk,fear,positive,health_sleep,Morning,0.378,56
Burnout Risk,surprise,positive,health_sleep,Late Night,0.691,70
Burnout Risk,surprise,negative,growth_positive,Morning,0.944,81
Burnout Risk,sadness,negative,growth_positive,Evening,0.451,92
Burnout Risk,anger,positive,health_sleep,Evening,0.214,69
Burnout Risk,sadness,negative,time_pressure,Evening,0.734,64
Burnout Risk,surprise,positive,social_media,Afternoon,0.481,56
Burnout Risk,fear,negative,social_media,Morning,0.501,96
Burnout Risk,sadness,positive,work_studies,Late Night,0.123,60
Burnout Risk,surprise,positive,relationships,Morning,0.785,82
Burnout Risk,joy,positive,time_pressure,Morning,0.586,85
Burnout Risk,love,positive,relationships,Late Night,0.743,88
Burnout Risk,anger,neutral,social_media,Late Night,0.421,77
Burnout Risk,surprise,positive,social_media,Morning,0.82,92
Burnout Risk,sadness,positive,social_media,Afternoon,0.561,80
Burnout Risk,sadness,negative,relationships,Afternoon,0.307,69
Burnout Risk,sadness,negative,social_media,Late Night,0.258,87
Burnout Risk,anger,positive,health_sleep,Evening,0.668,55
Burnout Risk,anger,negative,social_media,Late Night,0.688,61
Burnout Risk,joy,positive,time_pressure,Afternoon,0.233,58
Burnout Risk,joy,positive,relationships,Afternoon,0.194,92
Burnout Risk,surprise,neutral,growth_positive,Afternoon,0.918,79
Burnout Risk,surprise,neutral,work_studies,Late Night,0.274,62
Burnout Risk,sadness,negative,time_pressure,Late Night,0.165,71
Burnout Risk,sadness,positive,time_pressure,Afternoon,0.201,57
Burnout Risk,sadness,negative,social_media,Afternoon,0.864,96
Burnout Risk,anger,neutral,health_sleep,Morning,0.924,62
Burnout Risk,surprise,positive,relationships,Afternoon,0.236,62
Burnout Risk,sadness,neutral,growth_positive,Evening,0.181,78
Burnout Risk,surprise,positive,time_pressure,Late Night,0.992,77
Burnout Risk,surprise,neutral,relationships,Afternoon,0.954,78
Burnout Risk,sadness,positive,relationships,Afternoon,0.386,72
Burnout Risk,surprise,negative,relationships,Evening,0.525,66
Burnout Risk,anger,neutral,health_sleep,Late Night,0.693,88
Burnout Risk,fear,negative,health_sleep,Afternoon,0.565,83
Burnout Risk,joy,positive,time_pressure,Afternoon,0.342,89
Burnout Risk,anger,positive,health_sleep,Evening,0.841,69
Burnout Risk,joy,negative,time_pressure,Afternoon,0.147,69
Burnout Risk,surprise,neutral,social_media,Evening,0.72,82
Burnout Risk,joy,neutral,work_studies,Late Night,0.254,66
Burnout Risk,fear,neutral,relationships,Morning,0.639,55
Burnout Risk,surprise,negative,time_pressure,Evening,0.222,57
Burnout Risk,anger,negative,time_pressure,Afternoon,0.621,76
Burnout Risk,anger,neutral,health_sleep,Afternoon,0.599,62
Burnout Risk,love,neutral,time_pressure,Afternoon,0.202,93
Burnout Risk,love,negative,growth_positive,Morning,0.406,95
Burnout Risk,surprise,neutral,health_sleep,Evening,0.788,91
Burnout Risk,surprise,negative,relationships,Afternoon,0.57,84
Burnout Risk,sadness,negative,relationships,Afternoon,0.544,82
Burnout Risk,fear,positive,work_studies,Afternoon,0.192,85
Burnout Risk,fear,positive,relationships,Late Night,0.429,55
Burnout Risk,anger,neutral,social_media,Late Night,0.152,90
Burnout Risk,fear,positive,social_media,Evening,0.138,62
Burnout Risk,joy,negative,time_pressure,Late Night,0.346,95
Burnout Risk,surprise,negative,growth_positive,Evening,0.13,82
Burnout Risk,joy,positive,work_studies,Morning,0.571,68
Burnout Risk,sadness,neutral,relationships,Late Night,0.394,90
Burnout Risk,surprise,positive,growth_positive,Morning,0.415,95
Burnout Risk,sadness,neutral,work_studies,Evening,0.705,72
Burnout Risk,fear,negative,work_studies,Afternoon,0.237,56
Burnout Risk,sadness,positive,time_pressure,Morning,0.732,57
Burnout Risk,love,neutral,growth_positive,Evening,0.679,95
Burnout Risk,sadness,positive,growth_positive,Evening,0.785,93
Burnout Risk,love,positive,time_pressure,Late Night,0.784,70
Burnout Risk,love,neutral,relationships,Late Night,0.145,94
Burnout Risk,fear,neutral,growth_positive,Afternoon,0.743,80
Burnout Risk,anger,negative,time_pressure,Late Night,0.326,58
Burnout Risk,joy,neutral,work_studies,Morning,0.604,67
Burnout Risk,love,neutral,social_media,Morning,0.861,82
Burnout Risk,surprise,neutral,health_sleep,Evening,0.566,77
Burnout Risk,joy,negative,time_pressure,Morning,0.954,63
Burnout Risk,anger,positive,work_studies,Morning,0.659,78
Burnout Risk,surprise,neutral,social_media,Evening,0.136,96
Burnout Risk,surprise,negative,relationships,Morning,0.753,78
Burnout Risk,surprise,neutral,relationships,Morning,0.204,83
Burnout Risk,fear,negative,social_media,Evening,0.118,75
Burnout Risk,anger,negative,social_media,Afternoon,0.383,69
Burnout Risk,surprise,positive,relationships,Morning,0.271,78
Burnout Risk,joy,positive,growth_positive,Late Night,0.808,72
Burnout Risk,joy,positive,social_media,Afternoon,0.6,83
Burnout Risk,anger,negative,social_media,Late Night,0.943,58
Burnout Risk,fear,neutral,time_pressure,Late Night,0.793,67
Burnout Risk,joy,negative,time_pressure,Afternoon,0.565,75
Burnout Risk,joy,positive,time_pressure,Late Night,0.677,67
Burnout Risk,fear,positive,work_studies,Evening,0.559,83
Burnout Risk,fear,negative,relationships,Evening,0.848,73
Burnout Risk,love,neutral,social_media,Morning,0.174,79
Burnout Risk,joy,negative,health_sleep,Evening,0.731,86
Burnout Risk,anger,positive,health_sleep,Morning,0.622,59
Burnout Risk,anger,positive,work_studies,Evening,0.887,55
Burnout Risk,surprise,neutral,time_pressure,Morning,0.953,85
Burnout Risk,joy,neutral,growth_positive,Morning,0.238,57
Burnout Risk,sadness,neutral,health_sleep,Evening,0.647,78
Burnout Risk,joy,neutral,growth_positive,Late Night,0.174,69
Burnout Risk,joy,positive,social_media,Late Night,0.256,92
Burnout Risk,love,positive,social_media,Afternoon,0.243,71
Burnout Risk,joy,positive,time_pressure,Afternoon,0.473,95
Burnout Risk,love,positive,work_studies,Afternoon,0.253,71
Burnout Risk,joy,neutral,work_studies,Morning,0.674,66
Burnout Risk,sadness,negative,social_media,Morning,0.475,68
Burnout Risk,surprise,negative,relationships,Afternoon,0.773,74
Burnout Risk,sadness,neutral,work_studies,Morning,0.437,89
Burnout Risk,surprise,neutral,work_studies,Morning,0.65,69
Burnout Risk,joy,positive,health_sleep,Morning,0.773,77
Burnout Risk,sadness,negative,work_studies,Afternoon,0.327,59
Burnout Risk,love,neutral,relationships,Evening,0.792,74
Burnout Risk,sadness,neutral,growth_positive,Morning,0.547,77
Burnout Risk,anger,negative,growth_positive,Morning,0.399,95
Burnout Risk,surprise,negative,growth_positive,Evening,0.601,74
Burnout Risk,anger,negative,health_sleep,Late Night,0.357,78
Burnout Risk,joy,negative,health_sleep,Afternoon,0.182,70
Burnout Risk,anger,positive,social_media,Morning,0.69,64
Burnout Risk,love,neutral,relationships,Evening,0.584,78
Burnout Risk,fear,negative,health_sleep,Morning,0.996,90
Burnout Risk,joy,neutral,work_studies,Morning,0.969,80
Burnout Risk,sadness,positive,growth_positive,Afternoon,0.287,94
Burnout Risk,fear,positive,social_media,Afternoon,0.922,55
Burnout Risk,sadness,positive,time_pressure,Morning,0.449,73
Burnout Risk,fear,positive,social_media,Evening,0.742,57
Burnout Risk,joy,neutral,social_media,Morning,0.767,85
Burnout Risk,anger,negative,work_studies,Morning,0.52,84
Burnout Risk,sadness,neutral,health_sleep,Morning,0.994,89
Burnout Risk,love,negative,time_pressure,Late Night,0.493,94
Burnout Risk,love,positive,social_media,Late Night,0.56,67
Burnout Risk,anger,neutral,growth_positive,Evening,0.272,95
Burnout Risk,joy,negative,time_pressure,Evening,0.156,82
Burnout Risk,joy,positive,social_media,Morning,0.643,56
Burnout Risk,anger,neutral,work_studies,Afternoon,0.519,93
Burnout Risk,love,positive,work_studies,Evening,0.807,81
Burnout Risk,anger,positive,relationships,Afternoon,0.484,63
Burnout Risk,sadness,negative,health_sleep,Morning,0.376,79
Burnout Risk,sadness,positive,relationships,Afternoon,0.607,79
Burnout Risk,love,positive,work_studies,Afternoon,0.432,73
Burnout Risk,surprise,neutral,work_studies,Evening,0.355,84
Burnout Risk,love,neutral,growth_positive,Evening,0.835,59
Burnout Risk,surprise,neutral,relationships,Morning,0.203,56
Burnout Risk,love,positive,social_media,Afternoon,0.188,59
Burnout Risk,fear,positive,relationships,Late Night,0.114,62
Burnout Risk,fear,negative,relationships,Morning,0.572,95
Burnout Risk,surprise,neutral,relationships,Afternoon,0.651,68
Burnout Risk,surprise,negative,health_sleep,Morning,0.527,81
Burnout Risk,surprise,neutral,work_studies,Late Night,0.296,62
Burnout Risk,anger,neutral,work_studies,Morning,0.186,57
Burnout Risk,love,negative,growth_positive,Morning,0.7,81
Burnout Risk,fear,neutral,growth_positive,Evening,0.554,81
Burnout Risk,anger,neutral,social_media,Morning,0.548,79
Burnout Risk,joy,neutral,relationships,Morning,0.343,96
Burnout Risk,joy,positive,time_pressure,Afternoon,0.296,58
Burnout Risk,joy,negative,time_pressure,Afternoon,0.294,61
Burnout Risk,sadness,neutral,health_sleep,Afternoon,0.794,67
Burnout Risk,fear,positive,time_pressure,Evening,0.336,89
Burnout Risk,love,neutral,social_media,Afternoon,0.434,86
Burnout Risk,anger,neutral,relationships,Evening,0.281,63
Burnout Risk,anger,positive,time_pressure,Evening,0.658,61
Burnout Risk,surprise,negative,relationships,Late Night,0.675,73
Burnout Risk,fear,neutral,relationships,Morning,0.963,58
Burnout Risk,joy,neutral,relationships,Morning,0.28,86
Burnout Risk,joy,neutral,growth_positive,Evening,0.519,65
Burnout Risk,fear,positive,work_studies,Late Night,0.843,59
Burnout Risk,anger,negative,time_pressure,Late Night,0.179,84
Burnout Risk,anger,positive,relationships,Evening,0.678,69
Burnout Risk,fear,negative,social_media,Afternoon,0.665,61
Burnout Risk,fear,neutral,growth_positive,Evening,0.775,63
Burnout Risk,love,neutral,growth_positive,Late Night,0.496,65
Burnout Risk,anger,neutral,health_sleep,Evening,0.69,57
Burnout Risk,joy,negative,social_media,Afternoon,0.505,61
Burnout Risk,joy,positive,growth_positive,Late Night,0.655,86
Burnout Risk,anger,neutral,health_sleep,Morning,0.451,91
Burnout Risk,joy,negative,time_pressure,Afternoon,0.849,82
Burnout Risk,anger,positive,work_studies,Evening,0.346,94
Burnout Risk,fear,neutral,time_pressure,Late Night,0.936,84
Burnout Risk,surprise,positive,relationships,Late Night,0.447,81
Burnout Risk,fear,neutral,work_studies,Morning,0.777,60
Burnout Risk,sadness,neutral,social_media,Morning,0.12,74
Burnout Risk,sadness,positive,social_media,Morning,0.946,55
Burnout Risk,love,neutral,health_sleep,Evening,0.728,68
Burnout Risk,sadness,negative,health_sleep,Late Night,0.405,94
Burnout Risk,surprise,negative,time_pressure,Morning,0.261,62
Burnout Risk,surprise,negative,health_sleep,Afternoon,0.445,91
Burnout Risk,surprise,negative,time_pressure,Late Night,0.728,91
Burnout Risk,fear,positive,relationships,Late Night,0.561,78
Burnout Risk,fear,negative,social_media,Evening,0.403,88
Burnout Risk,love,neutral,health_sleep,Evening,0.776,58
Burnout Risk,love,positive,health_sleep,Late Night,0.519,57
Burnout Risk,surprise,neutral,health_sleep,Afternoon,0.872,67
Burnout Risk,anger,negative,social_media,Late Night,0.624,83
Burnout Risk,sadness,neutral,social_media,Late Night,0.236,81
Burnout Risk,love,positive,growth_positive,Late Night,0.372,89
Burnout Risk,surprise,negative,health_sleep,Evening,0.67,78
Burnout Risk,anger,positive,time_pressure,Afternoon,0.553,88
Burnout Risk,sadness,neutral,health_sleep,Morning,0.922,74
Burnout Risk,joy,positive,growth_positive,Late Night,0.141,67
Burnout Risk,surprise,negative,time_pressure,Morning,0.408,58
Burnout Risk,fear,positive,health_sleep,Morning,0.8,72
Burnout Risk,love,positive,work_studies,Afternoon,0.956,88
Burnout Risk,surprise,positive,time_pressure,Afternoon,0.272,69
Burnout Risk,surprise,positive,relationships,Morning,0.362,93
Burnout Risk,anger,neutral,work_studies,Late Night,0.957,64
Burnout Risk,sadness,negative,relationships,Afternoon,0.586,67
Burnout Risk,love,positive,health_sleep,Evening,0.543,83
Burnout Risk,anger,negative,relationships,Afternoon,0.417,96
Burnout Risk,fear,negative,health_sleep,Afternoon,0.546,83
Burnout Risk,sadness,positive,relationships,Afternoon,0.613,72
Burnout Risk,anger,positive,work_studies,Afternoon,0.653,78
Burnout Risk,joy,neutral,relationships,Late Night,0.933,85
Burnout Risk,love,negative,growth_positive,Morning,0.992,94
Burnout Risk,anger,positive,health_sleep,Evening,0.341,67
Burnout Risk,fear,negative,relationships,Morning,0.649,70
Burnout Risk,sadness,neutral,work_studies,Late Night,0.489,96
Burnout Risk,sadness,positive,time_pressure,Afternoon,0.381,82
Burnout Risk,love,negative,time_pressure,Evening,0.29,84
Burnout Risk,anger,neutral,relationships,Morning,0.593,58
Burnout Risk,love,neutral,time_pressure,Morning,0.135,84
Burnout Risk,sadness,negative,growth_positive,Evening,0.84,64
Burnout Risk,love,neutral,growth_positive,Evening,0.456,60
Burnout Risk,anger,neutral,time_pressure,Evening,0.371,91
Burnout Risk,joy,neutral,work_studies,Evening,0.174,82
Burnout Risk,anger,negative,growth_positive,Late Night,0.93,83
Burnout Risk,sadness,neutral,growth_positive,Afternoon,0.251,76
Burnout Risk,anger,neutral,social_media,Afternoon,0.289,61
Burnout Risk,sadness,neutral,growth_positive,Afternoon,0.209,77
Burnout Risk,sadness,positive,work_studies,Morning,0.403,60
Burnout Risk,fear,negative,growth_positive,Evening,0.23,68
Burnout Risk,anger,positive,work_studies,Evening,0.439,84
Burnout Risk,anger,neutral,social_media,Morning,0.478,73
Burnout Risk,surprise,neutral,relationships,Late Night,0.936,72
Burnout Risk,surprise,positive,growth_positive,Morning,0.365,67
Burnout Risk,anger,negative,work_studies,Afternoon,0.327,59
Burnout Risk,anger,negative,health_sleep,Evening,0.886,91
Burnout Risk,anger,negative,work_studies,Afternoon,0.809,56
